,12636hne00cq201,12636hne00cq401,12636hne00su001,12636hne00su101,12636hne01cp001,12636hne01cq101,12636hne01cq201,12636hne01cq401,12636hne01cq501,12636hne01cq601,12636hne01cs001,12636hne01ct001,12636hne01su001,12636hne01su101,12636hqb01ce001,12636hqb01ce002,12636hqb01ce003,12636hqb01ce004,12636hqb02ce001,12636hqb02ce002,12636hqb02ce003,12636hsa_u13_d0hsd10cq001,12636hsa_u13_d0hsd10cq002,12636hsa_u13_d0hsd10cq011,12636hsa_u13_d0hsd10cq012,12636hsa_u13_d0hsd10cq013,12636hsa_u13_d0hsd20cq001,12636hsa_u13_d0hsd20cq002,12636hsa_u13_d0hsd20cq011,12636hsa_u13_d0hsd20cq012,12636hsa_u13_d0hsd20cq013,12636hsa_u13_d0hsg10an001ce,12636hsa_u13_d0hsg20an001ce,12636hsa_u13_d0hsk10cf001,12636hsa_u13_d0hsk20cf001,12636hsd_13_u13_d0hsk31cf101,12636hsd_13_u13_d0hsk32cf101,12636hsd_u13_d0hsd10gh001x2,12636hsd_u13_d0hsd10gh001x3,12636hsd_u13_d0hsd10gh001x4,12636hsd_u13_d0hsd10gh001x6,12636hsd_u13_d0hsd10gh001x7,12636hsd_u13_d0hsd10gh001x8,12636hsd_u13_d0hsd20gh001x2,12636hsd_u13_d0hsd20gh001x3,12636hsd_u13_d0hsd20gh001x4,12636hsd_u13_d0hsd20gh001x6,12636hsd_u13_d0hsd20gh001x7,12636hsd_u13_d0hsd20gh001x8,12636mky02cj001,hour,day,month,year,dayofweek,quarter,is_weekend,season,hour_sin,hour_cos,day_sin,day_cos
2024-02-01 10:00:00,0.4986768987867562,1.2611445086677442,-0.03791547274424117,-0.03793216209054407,-0.5355455888944797,0.04792654175824925,0.7353048746304537,-0.21262760339596315,0.5846812203032755,-0.9148298121487779,-0.31602505309373197,0.1687798556606132,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.92225666985386,-0.17879578988891331,-0.06579516949597691,-0.6614940562623025,-0.4924224695506972,1.0526652883997727,-0.02213824922634683,0.8190803514675186,1.0115876875792864,0.6294031094162374,1.2708280007898005,-0.4042367619328171,1.0234545560688426,-0.41345321097009075,0.9810379571472105,-0.8470800398103642,-1.413019060202627,1.2367158967654397,0.0,0.0,-0.03917152070504054,-0.3311047064973609,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.7018650226064875,10,1,2,2024,3,1,False,0.0,0.7071067811865474,-1.224744871391589,0.30401411205574475,1.3811500351775532
2024-02-01 11:00:00,0.35716883164783186,1.7037429726005935,-0.03791547274424117,-0.03793216209054407,-0.9221844722233993,0.3069416591363297,0.49855383868513314,0.008065516368033683,-0.2654419344468512,-0.9025243503878855,-0.20814680950194617,0.34557581786150293,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.9320431355940273,-0.2578082253914246,-0.06579516949597691,-0.49666180701121293,-0.4923815111590291,1.0418891730909283,-0.5536118811243543,-0.08876839390091303,0.4287514840039649,0.2878333291568724,0.018270807483978614,-0.8902485011446247,0.6304319683991374,-0.4374800614434644,0.6561213813678093,-0.031102359955740913,-1.3374703168277886,1.275333960274503,0.0,0.0,-0.7628255413937735,-0.6564877081698443,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.6975483762275911,11,1,2,2024,3,1,False,0.0,0.366025403784439,-1.3660254037844384,0.30401411205574475,1.3811500351775532
2024-02-01 12:00:00,-0.17137702220746298,1.7039541779756757,-0.03791547274424117,-0.03793216209054407,-1.2994583247152525,0.9755693445272734,-0.5567860848581081,0.6749252320448038,2.2990908016371217,-0.23438335255572307,0.8899805133927925,0.7606563853327849,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.9523927707045284,-0.25929392930685585,-0.06579516949597691,-0.8195313590681996,-0.49205625334284175,1.0407862912660093,0.7789833609895414,-0.380260568865562,0.5200566550345332,-0.6313007063634535,3.6828925205936853,1.3330896320197434,-0.16619914751097428,-0.05833805300535133,-0.7192033269552047,0.9046873949414475,-1.2721427480338106,1.254855094783264,0.0,0.0,1.0642588120956913,0.9361546594436176,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.6364739022684955,12,1,2,2024,3,1,False,0.0,1.9665236292858033e-16,-1.414213562373095,0.30401411205574475,1.3811500351775532
2024-02-01 13:00:00,-0.008208271994173242,1.6099325851682127,-0.03791547274424117,-0.03793216209054407,-1.0507309279823005,1.1435854836950208,-0.1789339219670729,0.557009774553571,0.41608381136109673,-0.49735562796442545,0.9664139793117367,0.8554030366034051,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.5371670100146844,-0.2919794154463545,-0.06579516949597691,-0.6685081945283086,-0.4920177042683307,1.0511764958830083,0.07461857437642735,-0.0031778937727890135,0.35142594471388416,0.009596278987263967,-0.20529263746660298,0.0015480467122787082,0.5319211000648246,-0.6865048303461944,0.20671045444767017,1.0732534964858416,-1.2702000560700029,1.2409074245942597,0.0,0.0,0.8001025626736793,0.12976394599085705,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.5760356015693259,13,1,2,2024,3,1,False,0.0,-0.36602540378443865,-1.3660254037844386,0.30401411205574475,1.3811500351775532
2024-02-01 14:00:00,-0.22724983068029248,1.7711702885956129,-0.03791547274424117,-0.03793216209054407,-0.3085033447726471,0.8373133862162958,-0.5149927560275239,0.42216388819957684,0.2122961193246858,-0.6388684382146891,0.4739036135760544,0.6429965132957005,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.8936739762635382,-0.15596997518818664,-0.06579516949597691,-0.16787407579228847,-0.4923646459389306,1.044780564873487,-0.21738525248173635,-0.36566173639087823,0.25740562851381493,-0.5757511418395018,0.5341864496776306,0.2121672250853096,-0.38808082975962577,-0.5325299435097857,-0.4598400954119985,-0.15711171814332087,-1.2727141074528177,1.2431432072184687,0.0,0.0,0.5409098557659432,0.5343398723345165,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.5846688943271184,14,1,2,2024,3,1,False,0.0,-0.7071067811865471,-1.2247448713915892,0.30401411205574475,1.3811500351775532
2024-02-01 15:00:00,-0.15424997047424402,1.4090410725691138,-0.03791547274424117,-0.03793216209054407,-1.2414863936867282,0.45847643830203494,-0.303084235096585,-0.16757274446941417,0.6808552834656076,-0.1869845368841371,0.8811421158679638,0.5415144708293126,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.398603082392036,-0.4702638852981715,-0.06579516949597691,-0.8085717680275664,-0.4927501366840415,1.0852032406411662,-0.035471757302061264,-0.3337348649279911,0.11031656581895731,-0.5512097089297209,0.03830553158916684,-0.2199684664918271,-0.022263465554854357,-0.5058592934684794,-0.23223266572487242,-0.7991812383825473,-1.2628102382060995,1.2560023448571007,0.0,0.0,0.43031864536015657,0.18194947752400956,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.5933021870849111,15,1,2,2024,3,1,False,0.0,-0.9999999999999993,-1.0000000000000004,0.30401411205574475,1.3811500351775532
2024-02-01 16:00:00,-0.302432550420967,1.374051382097149,-0.03791547274424117,-0.03793216209054407,-0.9378507999113925,0.3884892413265336,-0.6199819563859186,0.6046141568853357,0.0916904122494087,0.3303006149163433,1.3361328616883859,0.4928520751086898,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.7241972441600548,-0.05804858076199953,-0.06579516949597691,-0.508278973514281,-0.49200324836538906,1.044183088929259,0.6129367404199686,-0.6112741734566594,0.07939532578943607,-0.545730360371394,0.5427850437141925,0.5515816280566562,-0.05457311735752815,-0.8999123314697335,-0.2674293703930329,0.1548161343946933,-1.2628102382060995,1.2361648553913924,0.0,0.0,1.1131105199993498,1.035296815084478,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,1.115689918456064,16,1,2,2024,3,1,False,0.0,-1.2247448713915887,-0.7071067811865481,0.30401411205574475,1.3811500351775532
2024-02-01 17:00:00,-0.3864726425040663,2.731521129094757,-0.03791547274424117,-0.03793216209054407,-1.1827322327042957,0.9736946874654299,-0.6832556553417196,0.901792978805808,0.10405603804258326,-0.6085605416554539,0.681792682117807,0.7656837586655113,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.585633316537402,0.01056392733248546,-0.06579516949597691,-0.14354378368209025,-0.4935066622713217,1.067043889811683,1.3758800725123919,-0.44871681981709394,-0.12002198926307339,-0.578899988251268,0.38130344770757935,1.6107837851288762,-0.8313383500072427,-0.9914723981063837,-1.027713429386638,0.2878222252529949,-1.2628102382060995,1.2357041486688278,0.0,0.0,1.618150970826879,1.6484768105990197,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.8566543759599357,17,1,2,2024,3,1,False,0.0,-1.3660254037844386,-0.3660254037844384,0.30401411205574475,1.3811500351775532
2024-02-01 18:00:00,-0.09648814894260353,1.5134469296514566,-0.03791547274424117,-0.03793216209054407,-1.201831680745553,0.35068365724601835,0.006528838932893275,0.06204370721283821,-0.7857787519640381,-0.6454769269381313,0.2724877375876977,0.39314250400960865,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.48372980025886547,-0.11788192935620975,-0.06579516949597691,-0.4155608333105439,-0.492046616074214,1.0618918841286689,0.1787088274208433,-0.12921394249919355,-0.3713412115639741,0.06938878062537464,-0.1632455126278208,-0.3076638291194919,-0.14697706602290486,-0.7628366114715516,0.04048997462789251,-1.8047647960588884,-1.2618180778860004,1.2702797365240188,0.0,0.0,0.13622875138933427,-0.05036587482364245,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.07955299986617226,18,1,2,2024,3,1,False,0.0,-1.414213562373095,-1.821845459242085e-16,0.30401411205574475,1.3811500351775532
2024-02-01 19:00:00,-0.09437245431673523,1.9767435203423682,-0.03791547274424117,-0.03793216209054407,-1.3476089241002638,-0.10165546963470103,0.0975869296810933,-0.3275553381467085,0.032411672213583646,-0.2074936398189579,0.15141413994475855,0.17574083412131153,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.3237288524434747,-0.16393875073459332,-0.06579516949597691,-0.7358000835177791,-0.4930896335646264,1.0738805817636674,-0.7611701568363204,0.04284718648478747,0.15290619831244964,-0.137349886895151,-2.13639068197955,-0.819603709825928,0.05269345508044151,0.02161044592893784,-0.15388994175943407,-0.08894160354816139,-1.2626817336984109,1.267800050340805,0.0,0.0,-0.6750927504616235,-0.6556248521590448,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.09745575864168338,19,1,2,2024,3,1,False,0.0,-1.3660254037844388,0.36602540378443804,0.30401411205574475,1.3811500351775532
2024-02-01 20:00:00,-0.19757133662297446,1.2711239626403823,-0.03791547274424117,-0.03793216209054407,-1.0613344895797217,-0.2745144728788793,-0.562389659673382,0.11861125776606479,0.68431439024035,0.4440121967438497,1.185158093827645,0.21815123992815963,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.20396115267098094,0.07255829980368622,-0.06579516949597691,-0.2991699764590496,-0.4938126455502535,1.0944102469948416,0.3729780400840141,-0.12328720409409503,0.6638920313692457,-0.5502490439227414,0.2762286285808046,0.5675988314075048,-0.19448043965251208,-0.9866501076944741,-0.17557177514158676,-0.22321813745119032,-1.2654766695854456,1.25944409507861,0.0,0.0,1.3991890821927446,1.1854165038433715,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.9904861678895854,20,1,2,2024,3,1,False,0.0,-1.224744871391589,0.7071067811865477,0.30401411205574475,1.3811500351775532
2024-02-01 21:00:00,-0.2570122808735578,2.1002282629738116,-0.03791547274424117,-0.03793216209054407,-0.9463901435748889,0.16134329399979788,-0.4079800425413919,-0.2773615961065217,0.7058316686029222,-0.2644633701934602,0.588628503137778,0.38534362999345556,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.26594210235869065,-0.17541919008111298,-0.06579516949597691,-0.3734760037145262,-0.4917141303065558,1.096956865773518,-0.005604699212459363,0.01377871474316003,0.5088370468961001,-0.5118313386899237,-0.36866592416125943,0.37374839671849974,-0.37313543147344724,-1.006298826083351,-0.7036570793102568,0.4445391214241212,-1.2694763166544645,1.2597196157656338,0.0,0.0,0.42733616586692963,0.565161089040274,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.45947039515526134,21,1,2,2024,3,1,False,0.0,-1.0000000000000002,0.9999999999999997,0.30401411205574475,1.3811500351775532
2024-02-01 22:00:00,-0.06846359076344406,2.1507063476184762,-0.03791547274424117,-0.03793216209054407,-1.4417155332773772,0.22062932358060622,0.0254175557060452,-0.4371948036467916,0.3758492245292088,0.9828546945180417,-0.2648370381330321,0.32230810282157474,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.2601944954954184,0.43871678296147465,-0.06579516949597691,-0.2384538420939515,-0.4923646459389306,1.0735083836344763,-1.3008661187143524,-0.13479347415848952,0.25740562851381493,-0.10532771999583507,0.15610626989004908,-1.0031204649337402,-0.045716244403934694,-0.3745999325197497,-0.10350973522470779,1.9755779223999514,-1.2628102382060995,1.2762508569870574,0.0,0.0,-0.7830498001471152,-0.6200751845141063,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.16221070571974938,22,1,2,2024,3,1,False,0.0,-0.7071067811865481,1.2247448713915885,0.30401411205574475,1.3811500351775532
2024-02-01 23:00:00,-0.258775359728448,1.8048399454733137,-0.03791547274424117,-0.03793216209054407,-1.1797771417673102,0.10572846783176529,-0.3468076841413186,0.05088954231501877,1.3789139254331524,-0.2644633701934602,0.7425908983308558,0.4174414751177884,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.3274570298682995,-0.07398613185481288,-0.06579516949597691,-0.10759632506881775,-0.4871364277083633,1.0832051243686662,0.23355399063895219,-0.6515663051207481,0.6346088541279351,-0.4308864168055426,0.5427850437141925,0.26439927824115456,0.05499274712446934,-0.4569384262634499,-0.4818639462423409,-0.40913663180162524,-1.261667481775774,1.2920910381246349,0.0,0.0,0.49046894346078446,0.4505910679263189,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,0.7314558767880786,23,1,2,2024,3,1,False,0.0,-0.36602540378443976,1.3660254037844384,0.30401411205574475,1.3811500351775532
2024-02-02 00:00:00,0.11063163843902032,1.5003345959484313,-0.03791547274424117,-0.03793216209054407,-1.3086277980638428,0.3931758839811432,0.36906456399551313,-0.646793512967779,-0.8754213678461865,-1.003620555121262,-0.7439777715565085,0.2701652178706016,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.33165122947122516,-0.26496661698395935,-0.06579516949597691,-0.47583858403401463,-0.48604346507328755,1.0727639873760941,-0.9521504375074809,0.10017667241966284,-0.30139817442898226,0.07101657410942318,-0.5062434287462333,-0.7991242357468373,0.08607917555972026,-0.5323184395443512,0.24860240976825432,-1.3511236698438278,-1.2750758225510912,1.2817612707275319,0.0,0.0,-0.6679086757699091,-0.8262977710951818,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.766625221079175,0,2,2,2024,4,1,False,0.0,2.3461151681481695e-17,1.414213562373095,0.59381286211918,1.2835054673751207
2024-02-02 01:00:00,0.17301104744775422,1.2060375062191921,-0.03791547274424117,-0.03793216209054407,-1.4242240023635984,-0.36699755459650474,0.3464790443928399,-0.715361749861963,0.7314345061482616,-1.0397074611296868,-0.11510711499409858,0.06971481960419014,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.2842723080307443,-0.007804775621943684,-0.06579516949597691,-0.5054294798437221,-0.49682188267927585,1.0782881911882993,-0.5536563261512737,0.3650227482878207,0.44039743725165836,0.41380497572023495,0.2762286285808046,-0.6124604054938435,-0.12958522100188102,-0.5322126875616338,0.29233918647603996,0.5531341139742099,-1.2801420421718488,1.2811244114345754,0.0,0.0,-0.5011946030755161,-0.35852627052056835,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.3823911794111895,1,2,2,2024,4,1,False,0.0,0.3660254037844386,1.3660254037844386,0.59381286211918,1.2835054673751207
